miejsce,numer,name,kraj,miejscowosc,team,plec,kat,swim,T1,bike,T2,run,czas
164,101,CZYNSZ ALEKSANDER,POL,REDA,UKS TRI TEAM-RUMIA,M,M60-69,00:19:29,00:02:27,01:25:44,00:01:40,00:58:22,02:47:42
165,131,ELIASZ PAWEŁ,POL,USTRONIE MORSKIE,APTEKA ELIASZ TEAM,M,M40-49,00:19:07,00:01:15,01:21:24,00:01:29,01:04:48,02:48:03
166,117,BOROWSKI RADOSŁAW,POL,BYDGOSZCZ,MLKS KRAJNA SĘPÓLNO,M,M30-39,00:21:55,00:01:21,01:28:19,00:00:59,00:55:38,02:48:12
167,123,BARZYK MATEUSZ,POL,PIOTRKOW TRYBUNALSKI,FUDU&CO SPORT TEAM,M,M40-49,00:21:16,00:03:24,01:26:04,00:01:52,00:55:36,02:48:12
168,364,KOŚCIELNIAK ROBERT,POL,KOSZALIN,TKKF KOSZALIN,M,M50-59,00:19:22,00:03:34,01:26:56,00:02:26,00:56:27,02:48:45
169,208,SUBKOWSKA KLAUDIA,POL,ŚWIECIE,HERO BOX,K,K30-39,00:20:29,00:02:31,01:27:54,00:01:01,00:56:52,02:48:47
170,166,ORZEŁ PRZEMYSŁAW,POL,ZŁOTÓW,,M,M40-49,00:20:07,00:02:10,01:27:25,00:02:01,00:58:01,02:49:44
171,329,DABKIEWICZ MONIKA,POL,GDAŃSK,SUPER QUEENSIZE,K,K40-49,00:21:06,00:02:07,01:28:04,00:01:44,00:56:57,02:49:58
172,138,POCZĄTEK BŁAŻEJ,POL,DĄBRÓWKA,POWER DOPPLER TEAM,M,M30-39,00:20:43,00:02:11,01:22:14,00:01:45,01:03:08,02:50:01
173,193,MICHAŁOWSKI MACIEJ,POL,ŁÓDŹ,ŁKW ŁÓDŹ,M,M30-39,00:26:09,00:02:19,01:22:57,00:01:18,00:57:18,02:50:01
174,164,SMYŁA ROBERT,POL,SIEMIANOWICE ŚLĄSKIE,1978,M,M40-49,00:17:59,00:02:25,01:28:03,00:01:29,01:00:07,02:50:03
175,64,BLOK KAROL,POL,CHOJNICE,ORTOPEDA-BLOK.PL,M,M30-39,00:20:38,00:02:03,01:25:55,00:01:14,01:00:16,02:50:06
176,206,CHODOR IZABELA,POL,GORZEBĄDZ,TKKF KOSZALIN,K,K30-39,00:22:28,00:01:31,01:32:33,00:01:18,00:52:17,02:50:07
177,171,KOWALSKI MICHAŁ,POL,KOŚCIERZYNA,KSR TEAM,M,M40-49,00:23:08,00:02:09,01:25:56,00:01:05,00:57:58,02:50:16
178,71,WIECZORKIEWICZ MACIEJ,POL,POZNAŃ,CRAZY&FIERY,M,M30-39,00:20:19,00:02:29,01:29:16,00:01:32,00:56:45,02:50:21
179,134,ZACH SEBASTIAN,POL,WIĘCBORK,TKKF WODNIK WIĘCBORK,M,M40-49,00:24:05,00:01:35,01:25:49,00:01:36,00:57:17,02:50:22
180,2,JANKOWSKI MACIEJ,POL,KOŁOBRZEG,,M,M50-59,00:19:46,00:01:58,01:26:19,00:01:26,01:01:04,02:50:33
181,246,CERAN PATRYCJUSZ,POL,SZCZECIN,TRIGYM SZCZECIN,M,M40-49,00:19:40,00:01:35,01:27:08,00:01:20,01:01:35,02:51:18
182,355,STELMACH AGATA,POL,GDAŃSK,I-SPORT,K,K18-29,00:19:18,00:01:59,01:25:24,00:01:17,01:03:24,02:51:22
183,96,ANDRYSKOWSKI DARIUSZ,POL,WŁADYSŁAWOWO,,M,M50-59,00:25:07,00:03:06,01:22:25,00:01:32,00:59:15,02:51:25
184,10,STRUZIK GRZEGORZ,POL,POZNAŃ,JEŻYCE,M,M40-49,00:20:48,00:03:47,01:30:55,00:01:56,00:54:11,02:51:37
185,38,DULIŃSKI JACEK,POL,NIEMCZ,,M,M40-49,00:23:50,00:02:41,01:26:31,00:01:25,00:57:51,02:52:18
186,63,FOLTYNIEWICZ BŁAŻEJ,POL,POZNAŃ,BÓL NIE ISTNIEJE,M,M30-39,00:20:21,00:02:17,01:26:31,00:01:39,01:01:41,02:52:29
187,285,JABŁOŃSKA-BOROWIAK MONIKA,POL,PRZECHLEWO,TRIPAKA PRZECHLEWO,K,K30-39,00:23:12,00:01:34,01:27:27,00:01:20,00:59:09,02:52:42
188,291,KOBERDA MACIEJ,POL,GDYNIA,,M,M30-39,00:19:51,00:02:55,01:29:16,00:01:56,00:58:44,02:52:42
189,181,LIPNIEWICZ PAWEŁ,POL,KOSZALIN,LIPNE MUMIE,M,M30-39,00:24:52,00:02:25,01:28:20,00:01:21,00:55:44,02:52:42
190,327,WOŹNIAK-SUTOWSKA MONIKA,POL,KLAWKOWO,,K,K40-49,00:22:38,00:01:55,01:29:38,00:01:41,00:56:51,02:52:43
191,337,SERKOWSKI MICHAŁ,POL,GDAŃSK,,M,M40-49,00:20:04,00:02:41,01:26:16,00:02:07,01:01:51,02:52:59
192,272,STEFANIAK FILIP,POL,WARSZAWA,PŁYWAM TYŁEM,M,M40-49,00:19:41,00:01:55,01:32:47,00:01:11,00:57:27,02:53:01
193,229,WYPYCH MARCIN,POL,JEZIORKI,JEZIORKI AKTYWNA WIEŚ,M,M40-49,00:16:12,00:02:30,01:24:49,00:01:48,01:07:47,02:53:06
194,201,DAWID ŁUKASZ,POL,GOLENIÓW,ROZBIEGANY GOLENIÓW,M,M30-39,00:21:02,00:01:52,01:28:21,00:01:56,00:59:58,02:53:09
195,358,NELKE TOMASZ,POL,POZNAŃ,GTR RUSA,M,M40-49,00:23:13,00:03:04,01:27:40,00:02:01,00:57:21,02:53:19
196,344,FOLTYNIEWICZ BARTOSZ,POL,POZNAŃ,BÓL NIE ISTNIEJE,M,M18-29,00:20:09,00:02:34,01:29:57,00:01:35,00:59:14,02:53:29
197,61,ŁUKOWICZ TOMASZ,POL,RUMIA,PARKRUN RUMIA,M,M18-29,00:25:54,00:02:33,01:30:44,00:01:37,00:52:46,02:53:34
198,163,DZIECIĄTKOWSKI PIOTR,POL,POZNAŃ,LEMONPLAZA.PL,M,M50-59,00:22:55,00:02:50,01:25:56,00:01:57,01:00:10,02:53:48
199,86,KOZUBSKI CEZARY,POL,POZNAŃ,KARGOWA TEAM,M,M30-39,00:24:47,00:02:19,01:24:56,00:01:05,01:01:10,02:54:17
200,195,LATOS JANUSZ,POL,KOSTRZYN WLKP,,M,M50-59,00:21:17,00:02:50,01:30:10,00:01:25,00:59:09,02:54:51
201,67,KRUCZKOWSKA - LASSAK ANITA,POL,STRZELCE GÓRNE,CHŁOPAKI TO MY,K,K30-39,00:24:40,00:02:09,01:31:49,00:01:43,00:54:35,02:54:56
202,42,SOBKOWIAK MONIKA,POL,KROTOSZYN,KS KROTOSZ KROTOSZYN,K,K30-39,00:21:49,00:02:12,01:34:19,00:00:49,00:56:05,02:55:14
203,304,DORAWA TOMASZ,POL,KONARZYNY,,M,M30-39,00:20:14,00:01:50,01:25:13,00:02:27,01:05:33,02:55:17
204,162,GOTTFRIED WOJCIECH,POL,POZNAŃ,,M,M30-39,00:22:09,00:03:50,01:29:12,00:02:05,00:58:03,02:55:19
205,230,KAFLIK RAFAŁ,POL,ŚWINOUJŚCIE,,M,M30-39,00:18:05,00:03:22,01:36:57,00:01:51,00:55:25,02:55:40
206,216,BYRTEK GRZEGORZ,POL,BYDGOSZCZ,,M,M40-49,00:17:36,00:02:10,01:26:01,00:01:06,01:08:56,02:55:49
207,147,BARANOWICZ BARTOSZ,POL,BYDGOSZCZ,GLOBART MEBLE,M,M40-49,00:20:10,00:02:15,01:28:06,00:01:51,01:04:37,02:56:59
208,84,KOSMALSKA ANNA,POL,CHARZYKOWY,TRI TUR CHOJNICE,K,K40-49,00:21:32,00:02:21,01:32:25,00:00:43,01:00:04,02:57:05
209,194,POLAŃSKI SŁAWOMIR,POL,GDYNIA,,M,M30-39,00:20:07,00:01:39,01:25:48,00:01:17,01:08:31,02:57:22
210,348,JANUSZEWSKI MICHAŁ,POL,CHOJNICE,KS OSIR CHOJNICE,M,M40-49,00:20:38,00:01:40,01:29:53,00:01:21,01:03:51,02:57:23
211,148,JARYSZ ADRIAN,POL,NIEMCZ,,M,M30-39,00:21:50,00:01:36,01:35:04,00:01:24,00:57:53,02:57:47
212,43,KONECKO IZABELA,POL,SOPOT,SOPOT TEAM,K,K50-59,00:23:27,00:02:02,01:37:02,00:01:13,00:54:04,02:57:48
213,254,GĄSIOROWSKI MICHAŁ,POL,GDAŃSK,DREAM TRI TEAM,M,M30-39,00:21:53,00:01:39,01:30:42,00:01:05,01:02:32,02:57:51
214,165,NAPIERALSKI BARTOSZ,POL,POZNAŃ,,M,M30-39,00:23:22,00:02:44,01:27:44,00:01:42,01:02:29,02:58:01
215,202,STENKA MARCIN,POL,LĘBORK,"42,2 LĘBORK",M,M30-39,00:22:22,00:02:31,01:33:39,00:01:15,00:58:22,02:58:09
216,40,WALKIEWICZ TOMASZ,POL,SZUBIN,MODERN GROUP TEAM,M,M30-39,00:19:30,00:02:03,01:24:24,00:02:09,01:10:14,02:58:20
217,330,GRABIŃSKA AGNIESZKA,POL,GDYNIA,TRI LADIES,K,K40-49,00:19:31,00:01:38,01:29:42,00:01:19,01:06:25,02:58:35
218,214,GZYL MIKOLAJ,POL,BYDGOSZCZ,JANUSZE TRIATHLONU 'EXODUS' TEAM,M,M30-39,00:21:08,00:03:23,01:32:02,00:02:05,01:00:15,02:58:53
219,83,GRUBA JACEK,POL,BRZOZA,,M,M50-59,00:23:42,00:02:52,01:29:02,00:01:54,01:02:01,02:59:31
220,353,LIPIŃSKI BŁAŻEJ,POL,CHOJNICE,,M,M30-39,00:22:01,00:02:50,01:27:21,00:01:10,01:06:33,02:59:55
221,109,GOLAŃSKA EDYTA,POL,ZAKRZEWSKA OSADA,TKKF WODNIK WIĘCBORK,K,K40-49,00:25:11,00:01:37,01:30:56,00:01:21,01:00:54,02:59:59
222,133,MARCINOWSKI ŁUKASZ,POL,CZŁUCHÓW,,M,M30-39,00:22:03,00:01:54,01:29:55,00:01:49,01:04:24,03:00:05
223,243,PREUSS DANIEL,POL,BYDGOSZCZ,ATOS,M,M40-49,00:19:25,00:03:42,01:31:07,00:02:20,01:03:31,03:00:05
224,316,JĘDYKIEWICZ MARTA,POL,ŚWIECIE,TEAMŚWIECIE,K,K30-39,00:18:44,00:01:58,01:30:33,00:01:01,01:08:05,03:00:21
225,70,LITKOWSKI JAKUB,POL,CHOJNICE,CANPOL TRITEAM,M,M30-39,00:22:45,00:01:59,01:27:33,00:01:26,01:07:18,03:01:01
226,319,TOMOROWSKA MONIKA,POL,WARSZAWA,,K,K40-49,00:24:02,00:02:22,01:31:50,00:01:21,01:01:41,03:01:16
227,80,SIKORSKI WIKTOR,POL,POZNAN,BZWBK RUNNERS TEAM,M,M30-39,00:22:46,00:02:21,01:26:04,00:02:05,01:08:23,03:01:39
228,139,SUŁEK ŁUKASZ,POL,RZEPNICA,,M,M30-39,00:23:46,00:01:37,01:36:15,00:01:18,00:58:52,03:01:48
229,317,BARSZEWSKI ANDRZEJ,POL,BRZOZA,,M,M40-49,00:17:25,00:02:17,01:29:20,00:01:22,01:11:47,03:02:11
230,361,DECKERT JAN,POL,POZNAŃ,,M,M60-69,00:20:18,00:03:39,01:29:25,00:03:13,01:05:37,03:02:12
231,179,GOŁĄBIOWSKI JAREK,POL,ŚWINOUJŚCIE,BIEGACZE ŚWINOUJŚCIE,M,M50-59,00:27:48,00:03:00,01:29:42,00:02:05,00:59:53,03:02:28
232,236,AL-DRAWI JOANNA,POL,BYDGOSZCZ,KLINIKA TRIATHLONU,K,K40-49,00:24:53,00:02:30,01:33:18,00:01:29,01:00:46,03:02:56
233,351,PYTKOWSKI AREK,POL,SZCZECIN,,M,M40-49,00:19:01,00:01:20,01:37:50,00:01:44,01:03:05,03:03:00
234,113,KASIERSKI PAWEŁ,POL,POZNAŃ,,M,M50-59,00:26:58,00:02:00,01:35:02,00:02:00,00:57:04,03:03:04
235,310,KAŁUŻNA JOANNA,POL,MIĘDZYCHÓD,,K,K50-59,00:25:33,00:02:33,01:32:25,00:01:43,01:00:55,03:03:09
236,170,STANISZEWSKI JACEK,POL,GDYNIA,ALGECO,M,M50-59,00:24:51,00:02:32,01:25:13,00:02:01,01:09:11,03:03:48
237,125,SZYMCZAK KATARZYNA,POL,GDYNIA,,K,K30-39,00:22:23,00:03:07,01:36:30,00:01:15,01:00:33,03:03:48
238,8,ŻUKOWSKA JOANNA,POL,CHARZYKOWY,,K,K18-29,00:24:51,00:02:23,01:37:31,00:01:40,00:59:30,03:05:55
239,3,LEWARTOWSKA AGNIESZKA,POL,POZNAŃ,,K,K40-49,00:25:30,00:02:00,01:33:47,00:01:16,01:03:50,03:06:23
240,168,POLGUJ PIOTR ROMAN,POL,SZCZECINEK,PARKRUN,M,M70+,00:22:12,00:04:13,01:28:53,00:02:40,01:08:26,03:06:24
241,41,GRZECHNIK ROMAN,POL,GDYNIA,PORT GDYNIA TEAM/BIEGAMYRAZEM.PL,M,M70+,00:25:05,00:02:52,01:36:13,00:01:48,01:00:26,03:06:24
242,49,MUSZYŃSKI JAKUB,POL,BYDGOSZCZ,MODERN GROUP TEAM,M,M18-29,00:16:34,00:01:42,,,,03:06:36
243,11,MALINOWSKI PIOTR,POL,CHARZYKOWY,SZUWAREK,M,M60-69,00:21:56,00:03:28,01:35:56,00:00:53,01:04:35,03:06:48
244,99,ZAPŁATA MAREK,POL,KAMIENIEC,,M,M60-69,00:20:21,00:04:45,01:38:05,00:02:06,01:02:56,03:08:13
245,29,CHLASTA RAFAŁ,POL,CHOJNICE,TRI-TUR CHOJNICE,M,M40-49,00:21:39,00:02:39,01:28:37,00:01:37,01:14:07,03:08:39
246,180,WOJNICKI ROMAN,POL,WITNICA,WOJNICCY TRI CLUB,M,M60-69,00:27:12,00:04:03,01:36:13,00:01:58,00:59:44,03:09:10
247,100,MALIS ANDRZEJ,POL,SWARZĘDZ,DRUŻYNA SZPIKU,M,M40-49,00:28:55,00:02:33,01:30:57,00:01:33,01:05:13,03:09:11
248,318,FOLTYN IGOR,POL,GDYNIA,,M,M30-39,00:20:47,00:02:54,01:34:04,00:01:58,01:09:34,03:09:17
249,9,BILSKA MAGDALENA,POL,GDAŃSK,,K,K30-39,00:21:55,00:03:05,01:36:39,00:01:51,01:06:27,03:09:57
250,328,BORUTA MATEUSZ,POL,POZNAŃ,DZIKI Z MORASKA,M,M40-49,00:23:58,00:04:18,01:35:14,00:01:30,01:05:20,03:10:20
251,286,KOŚCIELSKI MAREK,POL,WARSZAWA,,M,M40-49,00:24:48,00:03:04,01:36:27,00:01:27,01:04:36,03:10:22
252,120,DALECKI BARTŁOMIEJ,POL,RUMIA,,M,M40-49,00:26:51,00:02:59,01:28:27,00:01:07,01:11:53,03:11:17
253,130,ZALEWSKI ŁUKASZ,POL,JAKUBOWICE KONIŃSKIE,,M,M30-39,00:23:42,00:02:24,01:30:36,00:01:18,01:13:22,03:11:22
254,252,DOMŻALSKI ŁUKASZ,POL,GDAŃSK,DREAM TRI TEAM,M,M30-39,00:22:57,00:03:17,01:41:34,00:02:25,01:01:46,03:11:59
255,200,KOPCZYŃSKI MACIEJ,POL,GDYNIA,BIEGAM W TRÓJMIEŚCIE,M,M40-49,00:21:49,00:03:26,01:39:20,00:01:44,01:06:56,03:13:15
256,369,PIECHOCKI TOMASZ,POL,POZNAŃ,KKS SPORTY WALKI POZNAŃ,M,M30-39,00:21:08,00:03:06,01:44:58,00:01:07,01:03:44,03:14:03
257,56,MATUSZAK ANITA,POL,SZCZECIN,MATUSZAK TEAM,K,K40-49,00:22:46,00:02:35,01:38:34,00:01:41,01:09:00,03:14:36
258,323,JAGIEŁKA PATRYK,POL,SUSZ,UKS TRS SUSZ,M,M30-39,00:22:31,00:02:33,01:35:49,00:01:23,01:12:47,03:15:03
259,245,SITEK KRAKOWIAK ANIA,POL,ŁÓDŹ,,K,K40-49,00:27:36,00:03:53,01:36:01,00:01:17,01:06:17,03:15:04
260,156,JARZYNA MICHAŁ,POL,CHOJNICE,,M,M40-49,00:21:05,00:03:24,01:38:20,00:01:57,01:10:31,03:15:17
261,322,DREWCZYŃSKI WOJTEK,POL,CHOJNICE,,M,M40-49,,,,,,03:15:47
262,141,BALCERAK KATARZYNA,POL,KOBYLANKA,3LGGINS,K,K50-59,00:24:31,00:02:57,01:35:03,00:01:46,01:12:18,03:16:35
263,60,BRESKA EWELINA,POL,KOŚCIERZYNA-STARE NADLEŚNICTWO,KSR TEAM,K,K40-49,00:27:00,00:03:18,01:38:08,00:01:47,01:06:24,03:16:37
264,183,RUTKOWSKA VIRGINIA,POL,BYDGOSZCZ,ATOS/KLINIKA TRIATHLONU,K,K30-39,00:22:04,00:02:34,01:42:51,00:02:00,01:08:30,03:17:59
265,296,PIETROSIUK ROMUALD,POL,MIĘDZYRZEC PODLASKI,,M,M60-69,00:25:11,00:02:59,01:34:27,00:01:51,01:13:44,03:18:12
266,157,ŚRAMA TOMASZ,POL,CIELIMOWO,,M,M30-39,00:26:15,00:03:16,01:34:26,00:02:45,01:13:43,03:20:25
267,231,GREGORCZYK ADRIANNA,POL,SZCZECIN,,K,K18-29,00:26:02,00:03:03,01:42:30,00:01:46,01:08:11,03:21:32
268,97,KUJATH DOMINIKA,POL,POZNAŃ,ALTOM GNIEZNO,K,K30-39,00:22:20,00:03:19,01:40:37,00:01:25,01:14:28,03:22:09
269,88,GRZENKOWICZ JACEK,POL,GDYNIA,LARA FABIO TEAM / WYMIATACZE,M,M50-59,00:23:24,00:02:38,01:38:34,00:01:37,01:16:02,03:22:15
270,263,FOGIEL PIOTR,POL,WARSZAWA,KW WARSZAWA,M,M40-49,00:25:36,00:03:21,01:35:43,00:03:32,01:14:46,03:22:58
271,302,KABAT PAWEŁ,POL,KRAKÓW,KRAKÓW,M,M30-39,00:24:04,00:02:29,01:56:30,00:01:49,01:02:42,03:27:34
272,271,SOSNA ARTUR,POL,WARSZAWA,,M,M30-39,00:30:16,00:04:24,01:47:57,00:01:16,01:04:07,03:28:00
273,78,RYBA WOJCIECH,POL,POZNAŃ,KS KROTOSZ KROTOSZYN,M,M30-39,00:23:13,00:01:39,01:45:37,00:01:17,01:16:17,03:28:03
274,44,RYBA AGATA,POL,POZNAŃ,KS KROTOSZ KROTOSZYN,K,K30-39,00:23:12,00:01:58,01:45:21,00:01:37,01:15:55,03:28:03
275,270,JEDNORALSKA ALEKSANDRA,POL,WARSZAWA,,K,K30-39,00:22:07,00:02:26,01:49:21,00:01:22,01:13:34,03:28:50
276,232,NOWAK MIRIAM,POL,RUDA ŚLASKA,LAST BUT NOT LEAST,K,K18-29,00:19:26,00:02:28,01:52:38,00:01:59,01:13:16,03:29:47
277,154,ANONIM GALL,POL,PŁOCK,CS AIKINUR,M,M40-49,00:22:36,00:04:38,01:49:59,00:02:19,01:12:26,03:31:58
278,174,ŁYCZEK AGATA,POL,SZCZECIN,WIECZORNE BIEGANIE W SZCZECINIE,K,K40-49,00:23:04,00:03:25,01:47:46,00:02:52,01:17:27,03:34:34
279,218,PACHCIAREK MAGDALENA,POL,PIASTÓW,,K,K30-39,00:28:46,00:02:10,01:51:58,00:01:43,01:10:08,03:34:45
280,244,KRAKOWIAK PAWEŁ,POL,ŁÓDŹ,,M,M40-49,00:31:57,00:04:17,01:40:35,00:02:17,01:17:29,03:36:35
281,12,RZĄDKOWSKI HUBERT,POL,USTKA,,M,M40-49,00:25:43,00:03:12,01:38:39,00:01:49,01:27:54,03:37:17
282,92,SŁOWIŃSKI SZYMON,POL,SWARZĘDZ,SATURN FIT,M,M40-49,00:22:55,00:03:54,01:42:34,00:03:25,01:25:17,03:38:05
283,98,PRENDECKA SYLWIA,POL,WAŁCZ,PRENDKI TRI,K,K30-39,00:27:54,00:02:00,01:45:33,00:01:26,01:21:37,03:38:30
284,284,BRAC-WALCZYK MAŁGORZATA,POL,DOLNA GRUPA,AKADEMIA BIEGANIA GRUDZIĄDZ,K,K60-69,00:27:45,00:03:17,01:49:26,00:01:40,01:18:18,03:40:26
285,363,KUPTZ DANIEL,POL,WEJHEROWO,WEJHEROWSKI KLUB MORSÓW,M,M60-69,00:26:44,00:03:23,01:53:06,00:01:10,01:18:29,03:42:52
286,161,MICHAŁOWSKI HENRYK,POL,POZNAŃ,PAN,M,M70+,00:26:58,00:04:44,01:48:17,00:02:51,01:20:14,03:43:04
287,354,SKRZYPEK REMIGIUSZ,POL,SŁUPSK,TRIPAKA PRZECHLEWO,M,M60-69,00:30:40,00:04:17,01:45:27,00:02:06,01:22:48,03:45:18
288,89,HINZ ANNA,POL,RUMIA,PARKRUN RUMIA / WYMIATACZE,K,K30-39,00:25:41,00:02:51,01:43:53,00:02:34,01:30:26,03:45:25
289,57,TREJDER MARIA,POL,KOSZALIN,BAJADERKI KOSZALIN,K,K40-49,00:36:03,00:03:27,02:04:27,00:03:06,01:11:46,03:58:49
